artistName,segment
楊培安,Previously Active Listeners
F.L.Y. (Fast Life Yungstaz),Previously Active Listeners
noturgf,Previously Active Listeners
LF SYSTEM,Previously Active Listeners
Sabrina Carpenter,Previously Active Listeners
Bickle,Previously Active Listeners
Devon Hendryx,Light listeners
The Bangles,Previously Active Listeners
FaZe Kaysan,Previously Active Listeners
user00xman,Light listeners
Portraits in Jazz,Previously Active Listeners
NewJeans,Previously Active Listeners
cyyyt,Previously Active Listeners
Cookie Money,Previously Active Listeners
Delux,Light listeners
原聲帶,Previously Active Listeners
Aphex Twin,Moderate listeners
Harikiri,Light listeners
Lunko,Previously Active Listeners
Cigarettes After Sex,Previously Active Listeners
Qbik,Previously Active Listeners
Expen$ive,Light listeners
Robin Schulz,Previously Active Listeners
John Summit,Previously Active Listeners
RRoxket,Previously Active Listeners
Damjonboi,Previously Active Listeners
Zay Ade,Previously Active Listeners
Peso Pluma,Previously Active Listeners
Daniel Caesar,Moderate listeners
Timmi Hendrixxx,Previously Active Listeners
Chance the Rapper,Previously Active Listeners
Sufjan Stevens,Previously Active Listeners
RAYE,Previously Active Listeners
UJaden,Previously Active Listeners
Cult Member,Previously Active Listeners
Jean-François Paillard,Previously Active Listeners
Johann Strauss II,Previously Active Listeners
Swapa,Moderate listeners
Sam Smith,Previously Active Listeners
Westlife,Light listeners
Pat Benatar,Previously Active Listeners
24kGoldn,Light listeners
Duki,Previously Active Listeners
Johann Sebastian Bach,Previously Active Listeners
Soldier Kidd,Moderate listeners
Pop Smoke,Previously Active Listeners
Jelly,Previously Active Listeners
Alejandro Lerner,Previously Active Listeners
Ice Cube,Previously Active Listeners
Teqkoi,Previously Active Listeners
O-Zone,Previously Active Listeners
Westminster Choir,Previously Active Listeners
Roadrunner Glockboyz Tez,Previously Active Listeners
Ghostluvme,Previously Active Listeners
Kai Bandz,Moderate listeners
Korn,Previously Active Listeners
Glah4L,Previously Active Listeners
prodbycpkshawn,Previously Active Listeners
Crankdat,Previously Active Listeners
Yung Ved,Previously Active Listeners
Larissa Lambert,Previously Active Listeners
Redd Letter,Previously Active Listeners
TV Girl,Light listeners
FLEE,Previously Active Listeners
Wintertime,Previously Active Listeners
Sweet Boy,Previously Active Listeners
Jan Utbult,Previously Active Listeners
purzs,Previously Active Listeners
michi,Previously Active Listeners
Ronghao Li,Previously Active Listeners
Jay Ballin,Previously Active Listeners
Lizzo,Previously Active Listeners
PnB Rock,Previously Active Listeners
Coyote Theory,Previously Active Listeners
1nonly,Previously Active Listeners
Maná,Previously Active Listeners
Trey Parker,Previously Active Listeners
Justine Skye,Previously Active Listeners
thugger,Previously Active Listeners
tana,Previously Active Listeners
Major Lazer,Previously Active Listeners
Alok,Previously Active Listeners
Johnny Cash,Previously Active Listeners
THE ANXIETY,Previously Active Listeners
Nat King Cole,Previously Active Listeners
David Oistrakh,Previously Active Listeners
brynasfc,Previously Active Listeners
THOTTWAT,Previously Active Listeners
Migos,Light listeners
The Ink Spots,Previously Active Listeners
J.I Bandz,Previously Active Listeners
RealestK,Previously Active Listeners
Shoreline Mafia,Super Listeners
Kay Flock,Previously Active Listeners
Hoobastank,Previously Active Listeners
CoCo Lee,Previously Active Listeners
Ginchy,Previously Active Listeners
Killer Mike,Light listeners
Johnny Nash,Previously Active Listeners
Jack Kays,Previously Active Listeners
MC L da Vinte,Previously Active Listeners
The Rolling Stones,Previously Active Listeners
Kalan.FrFr,Previously Active Listeners
RapzLeakz,Previously Active Listeners
WanMor,Previously Active Listeners
T.I.,Previously Active Listeners
Michel Plasson,Previously Active Listeners
Cults,Previously Active Listeners
Lil Pete,Moderate listeners
Big 35ive,Previously Active Listeners
gauthydies4u,Moderate listeners
Robinson,Previously Active Listeners
zane,Previously Active Listeners
Lil Uzi Vert,Super Listeners
Vonte*,Previously Active Listeners
Boobie Lootaveli,Previously Active Listeners
Robinson,Previously Active Listeners
Porter Robinson,Previously Active Listeners
BoyWithUke,Light listeners
Unquiet Live,Previously Active Listeners
507KAZ,Previously Active Listeners
Belinda Carlisle,Previously Active Listeners
ENHYPEN,Previously Active Listeners
B'lon,Previously Active Listeners
Chrome Hearted,Previously Active Listeners
Ketchy the Great,Previously Active Listeners
Alec Benjamin,Previously Active Listeners
Kareem Nova,Previously Active Listeners
skoomy,Previously Active Listeners
Shootergang JoJo,Previously Active Listeners
Taliban Glizzy,Previously Active Listeners
Baby Money,Previously Active Listeners
wzzywrld,Previously Active Listeners
Yoga Flame,Previously Active Listeners
The Hollies,Previously Active Listeners
Barretta,Previously Active Listeners
Mumford & Sons,Previously Active Listeners
Sickboyrari,Light listeners
Curtybo,Light listeners
Ween,Previously Active Listeners
Andrew Tan,Previously Active Listeners
Rebzyyx,Previously Active Listeners
Imanbek,Previously Active Listeners
Jung Kook,Previously Active Listeners
Train,Previously Active Listeners
wilbert,Previously Active Listeners
P-Lo,Light listeners
Mariah the Scientist,Previously Active Listeners
Louie Ray,Previously Active Listeners
Princess Cro,Previously Active Listeners
310babii,Previously Active Listeners
Russ,Previously Active Listeners
EBK BCKDOE,Moderate listeners
Pimp Tobi,Light listeners
Big Boi Deep,Previously Active Listeners
YBN Nahmir,Moderate listeners
Lil Durk,Light listeners
NARCOWAVE,Previously Active Listeners
Alkaloides,Previously Active Listeners
sodagreen,Previously Active Listeners
Buddy,Previously Active Listeners
Erik Satie,Previously Active Listeners
Paymezay,Light listeners
Funk Wav,Previously Active Listeners
Harlem Yu,Previously Active Listeners
The Temper Trap,Previously Active Listeners
The Smashing Pumpkins,Moderate listeners
Orquesta Chanaton,Previously Active Listeners
The Cranberries,Light listeners
Cali Life Style,Light listeners
Dougie B,Previously Active Listeners
Clams Casino,Light listeners
Belanova,Previously Active Listeners
CT,Moderate listeners
Guards,Previously Active Listeners
SoFaygo,Previously Active Listeners
adore,Previously Active Listeners
Moneybagg Yo,Light listeners
80Degrees,Previously Active Listeners
Boney M.,Previously Active Listeners
Supertramp,Previously Active Listeners
Young Nudy,Moderate listeners
Alan Fitzpatrick,Previously Active Listeners
Roscoe G,Previously Active Listeners
Philharmonia Orchestra,Previously Active Listeners
Keith Ape,Light listeners
John Lennon,Previously Active Listeners
Drake,Super Listeners
Neon Trees,Previously Active Listeners
HeyTaewon,Previously Active Listeners
Dominic Fike,Previously Active Listeners
Bido,Previously Active Listeners
Snoop Dogg,Previously Active Listeners
Dibyo,Previously Active Listeners
PLAYUZI,Previously Active Listeners
JayDaYoungan,Previously Active Listeners
Anthony Inglis,Previously Active Listeners
Joel Corry,Previously Active Listeners
Lil House Phone,Previously Active Listeners
Real McCoy,Moderate listeners
Harry Simeone Chorale,Previously Active Listeners
Louisa Fuller,Previously Active Listeners
Owl City,Previously Active Listeners
Tim Glizzy,Previously Active Listeners
Sophie Woodhouse,Previously Active Listeners
Murda Beatz,Previously Active Listeners
薛黛霏,Previously Active Listeners
LOOK KILLA,Light listeners
Radiohead,Light listeners
$chmatt,Previously Active Listeners
Bruno Mars,Light listeners
Max Richter,Previously Active Listeners
The Contours,Previously Active Listeners
lil ricefield,Light listeners
Tory Lanez,Previously Active Listeners
Sideshow,Previously Active Listeners
"Sailors, Soldiers & Airmen of Her Majesty's Forces",Previously Active Listeners
Tha Music Plug,Previously Active Listeners
Deftones,Previously Active Listeners
Delilah Montagu,Previously Active Listeners
Yo-Yo Ma,Previously Active Listeners
King Gizzard & The Lizard Wizard,Previously Active Listeners
core²,Light listeners
Miguel Bosé,Previously Active Listeners
Young Bull,Light listeners
Just Friends,Previously Active Listeners
Marcel White,Previously Active Listeners
SugarHill Keem,Previously Active Listeners
David Bowie,Previously Active Listeners
CMG The Label,Previously Active Listeners
$olotique Beats,Previously Active Listeners
S.H.E,Previously Active Listeners
Silver,Previously Active Listeners
Vera Lynn,Previously Active Listeners
K08beatz,Previously Active Listeners
MA Beats,Previously Active Listeners
Jonas Brothers,Previously Active Listeners
MeloMance,Previously Active Listeners
Gabry Ponte,Previously Active Listeners
EBK Young Joc,Moderate listeners
MF DOOM,Previously Active Listeners
zebulunxo,Light listeners
Foo Fighters,Previously Active Listeners
Wolfgang Amadeus Mozart,Previously Active Listeners
Babyxsosa,Previously Active Listeners
ROSÉ,Previously Active Listeners
ohtrapstar,Previously Active Listeners
Em Beihold,Previously Active Listeners
Alan Braxe,Previously Active Listeners
Babl Lemmens,Previously Active Listeners
MKTO,Previously Active Listeners
Mori Briscoe,Previously Active Listeners
TYTE,Previously Active Listeners
5 Seconds of Summer,Light listeners
bayuku,Previously Active Listeners
GARYSHAWN,Previously Active Listeners
MBox,Previously Active Listeners
Criminel Kalash,Previously Active Listeners
Japanese Breakfast,Previously Active Listeners
Dreamgirl,Moderate listeners
Zhang Yu Sheng,Previously Active Listeners
Vishal Dadlani,Previously Active Listeners
Honey Mooncie,Previously Active Listeners
Duffy,Moderate listeners
Gavin DeGraw,Previously Active Listeners
Fresco Trey,Previously Active Listeners
Martin Arteta,Previously Active Listeners
Jay Rock,Previously Active Listeners
Matt OX,Previously Active Listeners
Tribbs,Previously Active Listeners
Dua Lipa,Light listeners
Top$ide,Moderate listeners
Yukihiro Takahashi,Previously Active Listeners
Notorious Nick,Previously Active Listeners
Shelly,Previously Active Listeners
Daddy Yankee,Previously Active Listeners
Jeremy Zucker,Previously Active Listeners
1100 Himself,Moderate listeners
Famous Dex,Light listeners
錢懷琪,Previously Active Listeners
Jack Stauber,Previously Active Listeners
Panjabi MC,Previously Active Listeners
Jon Bellion,Previously Active Listeners
NOVA ONE,Light listeners
Adrian Chandler,Previously Active Listeners
Young Thug,Moderate listeners
Diddy,Previously Active Listeners
Winnie Hsin,Previously Active Listeners
NazGPG,Previously Active Listeners
K.Will,Previously Active Listeners
D Breez,Previously Active Listeners
CHANYEOL,Previously Active Listeners
Greydon Park Band,Previously Active Listeners
Musicalbasics,Previously Active Listeners
Lolo Zouaï,Previously Active Listeners
Gminxr,Previously Active Listeners
TWXN,Previously Active Listeners
PK Sosa,Previously Active Listeners
AG Club,Previously Active Listeners
serpentwithfeet,Previously Active Listeners
The Dave Brubeck Quartet,Previously Active Listeners
Woesum,Previously Active Listeners
Markus Friedrich,Previously Active Listeners
Stryv,Previously Active Listeners
Now & Forever,Light listeners
James Arthur,Light listeners
Linkin Park,Previously Active Listeners
The Kinks,Previously Active Listeners
Crystal Waters,Previously Active Listeners
midwxst,Previously Active Listeners
percs,Previously Active Listeners
John Legend,Previously Active Listeners
Markus Pawlik,Previously Active Listeners
RMC Mike,Previously Active Listeners
Trippie Redd,Moderate listeners
DJ Khaled,Light listeners
Khalil?,Previously Active Listeners
Dardan,Previously Active Listeners
Eels,Previously Active Listeners
Ben Beal,Previously Active Listeners
Iamsu!,Previously Active Listeners
Mondello'G,Previously Active Listeners
Lil Shock,Previously Active Listeners
GL40S,Previously Active Listeners
Seafret,Previously Active Listeners
Ambjaay,Previously Active Listeners
Kiri Te Kanawa,Previously Active Listeners
uriel,Previously Active Listeners
Shawn Mendes,Previously Active Listeners
Lil Yachty,Moderate listeners
Fortwoe,Light listeners
Tangerine Wong,Previously Active Listeners
Kodak Black,Moderate listeners
iGodzilla,Previously Active Listeners
BTB Savage,Previously Active Listeners
Seeb,Previously Active Listeners
Jason Derulo,Light listeners
Rousseau,Previously Active Listeners
Chino Pacas,Previously Active Listeners
Pyrex,Previously Active Listeners
Fredrik Lindborg,Previously Active Listeners
Talibando,Moderate listeners
EBK Jaaybo,Previously Active Listeners
Dj Flippp,Previously Active Listeners
Alexis Weissenberg,Previously Active Listeners
LR Productions,Light listeners
Phil Chang,Previously Active Listeners
Harry Fraud,Previously Active Listeners
Nacho,Previously Active Listeners
Rihanna,Moderate listeners
Barry Wordsworth,Previously Active Listeners
Jesse Jo Stark,Light listeners
Mr.Kitty,Previously Active Listeners
Rauw Alejandro,Previously Active Listeners
Kha Splizz,Previously Active Listeners
BIG30,Previously Active Listeners
Lil Gnar,Previously Active Listeners
K.E.,Previously Active Listeners
Kacey Musgraves,Light listeners
Mokyo,Previously Active Listeners
G40,Previously Active Listeners
UnoTheActivist,Previously Active Listeners
City Girl,Previously Active Listeners
shaded,Previously Active Listeners
Boss Top,Previously Active Listeners
La La Land Cast,Previously Active Listeners
Fenix Flexin,Moderate listeners
Big Mountain,Previously Active Listeners
Cafuné,Previously Active Listeners
Chris Worsey,Previously Active Listeners
PSY.P,Previously Active Listeners
The Archies,Previously Active Listeners
