"name","lastModifiedDate","items__track","items__episode__episodeName","items__episode__showName","items__episode__episodeUri","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack__uri","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","","","","","Ball of the Dead Rat","The Teeth","You're My Lover Now","spotify:track:2pArMyoizQWePdLlACOLro","null","null","","null","2023-01-11","",""
"","","","","","","Los Barrachos (I Don't Have Any Hope Left, But the Weather is Nice)","Car Seat Headrest","Teens of Style","spotify:track:2jurceCpc8B8dbgMfEfTGo","null","null","","null","2023-01-11","",""
"","","","","","","Let's Get Known","The Unicorns","Who Will Cut Our Hair When We're Gone? (Remastered)","spotify:track:3hvHOkk3UlMxLakwfAsfha","null","null","","null","2023-01-11","",""
"","","","","","","House Warning Party","Joyce Manor","Songs From Northern Torrance","spotify:track:6w6SbrNRg994BVbiFegiN6","null","null","","null","2023-01-12","",""
"","","","","","","Future 86","Bomb the Music Industry!","Album Minus Band","spotify:track:65cB6toYCPUMweTCW8qlYi","null","null","","null","2023-01-19","",""
"","","","","","","Gardenhead / Leave Me Alone","Neutral Milk Hotel","On Avery Island","spotify:track:2yv9rzdLVlrerwpQBJ5ZRw","null","null","","null","2023-01-19","",""
"","","","","","","Inoculate the Innocuous","The Unicorns","Who Will Cut Our Hair When We're Gone? (Remastered)","spotify:track:17DkINHP2qVaSWx31M13dh","null","null","","null","2023-01-20","",""
"","","","","","","Plateau","Meat Puppets","II","spotify:track:1szDksEZ8FUIESuhvoi2yN","null","null","","null","2023-01-22","",""
"","","","","","","Changes","Malice K","Clean up on Aisle Heaven","spotify:track:651zlH8YXuIdnpLuR5QCCn","null","null","","null","2023-02-27","",""
"","","","","","","Cramps","Slow Pulp","Cramps","spotify:track:4mfPMfuy0fq025OaoPBKSL","null","null","","null","2023-04-03","",""
"","","","","","","How Is She So Awesome???","Particle Kid","Everything Is Bullshit","spotify:track:63nOalEy9Nlfpwj0GohbcV","null","null","","null","2023-04-05","",""
"","","","","","","Walking the Cow","Daniel Johnston","Hi How Are You","spotify:track:7GnsF8ycXY7Xh89DuQX7R6","null","null","","null","2023-04-05","",""
"","","","","","","Skydiving in the City","Avenade","It's a Whimsical Afterlife","spotify:track:6S6o1NJ1zUlFfInNTCWSyF","null","null","","null","2023-05-16","",""
"Stuff to learn","2022-12-23","","","","","Big Foot","Chet Atkins","Almost Alone","spotify:track:3GwIxxFyyJfjXLyYCZGUXQ","null","null","","null","2022-12-23","null","0"
"","","","","","","Pu, Uana Hulu (Remembering Gabby)","Chet Atkins","Almost Alone","spotify:track:1qIl973wNJyNth0BILGrVl","null","null","","null","2022-12-23","",""
"","","","","","","You Do Something To Me","Chet Atkins","Almost Alone","spotify:track:3pa4wsRFcnXT8Q679HCzfu","null","null","","null","2022-12-23","",""
"Folk punk","2022-11-20","","","","","Some Rotten Man","The Taxpayers","""God, Forgive These Bastards"" Songs From The Forgotten Life of Henry Turner","spotify:track:3ACyv2lFUO4ttWz8zDjLQF","null","null","","null","2022-11-17","null","0"
"","","","","","","Getting Naked, Playing with Guns","AJJ","Christmas Island","spotify:track:4IFOq3YGJPuQmUMgxjeA9Q","null","null","","null","2022-11-20","",""
"","","","","","","Kokopelli Face Tattoo","AJJ","Christmas Island","spotify:track:0buoU0wlD10RS9cyCv77WQ","null","null","","null","2022-11-20","",""
"","","","","","","Best Friend","AJJ","Christmas Island","spotify:track:5ZfARgXNtFM5TTF0MdqwZo","null","null","","null","2022-11-20","",""
"Rythm quiz","2022-11-14","","","","","6 Dances In Bulgarian Rhythm No. 6","Béla Bartók","The Bartók Album: Klára Würtz","spotify:track:7lIGok19Be8aCvQyBt9Ldw","null","null","","null","2022-11-14","null","0"
"","","","","","","String Quartet No. 5, Sz. 102: 3. Scherzo","Béla Bartók","Bartók: 6 String Quartets","spotify:track:3i0vYOreNl4nAPB7YMcD93","null","null","","null","2022-11-14","",""
"Squash","2022-11-09","","","","","Convenient Parking","Modest Mouse","The Lonesome Crowded West","spotify:track:7ow8R2QCGeAr3JiRbSDzWs","null","null","","null","2022-11-09","null","0"
"","","","","","","Worms","Viagra Boys","Street Worms","spotify:track:0mcspj4ScW3ZF3OILnvr4i","null","null","","null","2022-11-09","",""
"","","","","","","1-800-GHOST-DANCE","Hella","Hold Your Horse Is","spotify:track:135UPaNucXPVEKvwdRczfM","null","null","","null","2022-11-09","",""
"","","","","","","TV Dinners","MJ Lenderman","Knockin'","spotify:track:4LxwqKEPKxx4IavfyY2Eqy","null","null","","null","2022-11-09","",""
"","","","","","","Good Times","Eric Burdon & the Animals","The Best Of Eric Burdon And The Animals (1966 - 1968)","spotify:track:357XGtCYzQD8AgPazWHdUx","null","null","","null","2022-11-09","",""
"","","","","","","Peace on the Rise","Chad VanGaalen","Diaper Island","spotify:track:06aruatCXeSSrngf67oCjT","null","null","","null","2022-11-09","",""
"","","","","","","Harness Your Hopes - B-side","Pavement","Brighten the Corners: Nicene Creedence Ed.","spotify:track:4vsoWZcvtvSsE0OiVvDDvX","null","null","","null","2022-11-09","",""
"","","","","","","In The Mouth A Desert","Pavement","Slanted & Enchanted","spotify:track:4HVJbdy5mP3OiOLmcN8zeg","null","null","","null","2022-11-09","",""
"","","","","","","Serpentine Pad","Pavement","Wowee Zowee","spotify:track:7jcGbdLV8WvYu5mh2vjXcn","null","null","","null","2022-11-09","",""
"","","","","","","Nugget","CAKE","Fashion Nugget","spotify:track:1h9Bx0bcEIfiv31E2G58Hf","null","null","","null","2022-11-09","",""
"","","","","","","Short Skirt / Long Jacket","CAKE","Comfort Eagle","spotify:track:3OOFEF20WqtsUPcRbPY3L7","null","null","","null","2022-11-09","",""
"","","","","","","Father Of Mine","Everclear","So Much For The Afterglow","spotify:track:2hx4ptqsE8dboLH3NCLmaN","null","null","","null","2022-11-09","",""
"Country","2022-11-09","","","","","The Road Goes On Forever","Robert Earl Keen","West Textures","spotify:track:0UgCiz5n2p2S7BKrFqCXEj","null","null","","null","2022-11-08","null","0"
"","","","","","","Mama Tried","Merle Haggard","Mama Tried/ Pride In What I Am","spotify:track:6h3YJ05BovN1Pgk145J3r9","null","null","","null","2022-11-08","",""
"","","","","","","Big Cheeseburgers and Good French Fries","Blaze Foley","The Dawg Years (1975-1978)","spotify:track:5tN5Y4VcX8K6k0WXpPI7LV","null","null","","null","2022-11-09","",""
"","","","","","","Oval Room","Blaze Foley","Oval Room","spotify:track:3KuyzH1Td8OS4st1R3Gzhk","null","null","","null","2022-11-09","",""
"Beeps and boops","2022-11-14","","","","","1-800-GHOST-DANCE","Hella","Hold Your Horse Is","spotify:track:135UPaNucXPVEKvwdRczfM","null","null","","null","2022-11-07","null","0"
"","","","","","","Fire Back About Your New Baby's Sex","Don Caballero","American Don","spotify:track:01VhYbUIdJABCY4Ceupxbn","null","null","","null","2022-11-07","",""
"","","","","","","Railroad Cancellation","Don Caballero","World Class Listening Problem","spotify:track:4wXUhfW8mXFbvga8KVcozJ","null","null","","null","2022-11-07","",""
"","","","","","","Elm","Clever Girl","No Drum and Bass in the Jazz Room","spotify:track:3f27mtLKBWGcGC5VXbMNji","null","null","","null","2022-11-07","",""
"","","","","","","Underwater","Elephant Gym","Underwater","spotify:track:5QdKhFOLdgWpbNPFZYCcFu","null","null","","null","2022-11-07","",""
"","","","","","","shibuya (feat. San Holo)","Covet","effloresce","spotify:track:7BsPyswBtiM1PbPnUnuNzE","null","null","","null","2022-11-07","",""
"","","","","","","A Quick One, While She’s Away","Giraffes? Giraffes!","More Skin With Milk-Mouth (2015 Remaster)","spotify:track:2T74G7Vyy8Z4dQRLfMTBC1","null","null","","null","2022-11-14","",""
"Dusty old record bin","2023-02-27","","","","","Take Me For a Little While","The Royal Jesters","Royal Jesters: English Oldies","spotify:track:6uBBABC1IPIjUCHZkzjlls","null","null","","null","2022-10-31","null","0"
"","","","","","","I Wish I Knew How It Would Feel to Be Free","Nina Simone","Silk & Soul","spotify:track:5CKHhg31HcYYhwUeeGqvhq","null","null","","null","2022-10-31","",""
"","","","","","","Feeling Good","Nina Simone","I Put A Spell On You","spotify:track:6Rqn2GFlmvmV4w9Ala0I1e","null","null","","null","2022-10-31","",""
"","","","","","","The Payback","James Brown","The Payback","spotify:track:5OcyX5eg7VrJuI833qOCUc","null","null","","null","2022-10-31","",""
"","","","","","","These Boots Are Made for Walkin'","Nancy Sinatra","Boots","spotify:track:2PneNdtypG6XcgmWmGd9FI","null","null","","null","2022-10-31","",""
"","","","","","","Blowin' in the Wind","Bob Dylan","The Freewheelin' Bob Dylan","spotify:track:18GiV1BaXzPVYpp9rmOg0E","null","null","","null","2022-10-31","",""
"","","","","","","So in Love","Curtis Mayfield","There's No Place Like America Today","spotify:track:7gmB6hVMsv0XbjfiTgpATI","null","null","","null","2022-10-31","",""
"","","","","","","Fly Me To The Moon (In Other Words)","Bobby Womack","Fly Me To The Moon","spotify:track:2qhR4aymUGDfacDT6pzWf7","null","null","","null","2022-11-01","",""
"","","","","","","Smoke Rings","Les Paul","Bye Bye Blues","spotify:track:6afQyDHXp0KCyw1O6tSdeG","null","null","","null","2022-12-11","",""
"","","","","","","I Can't Make It Anymore","Richie Havens","Live At The Cellar Door and at the Santa Monica Civic Auditorium","spotify:track:3DjqbHut8kj7jsEkTVI0Lo","null","null","","null","2022-12-11","",""
"","","","","","","Too Much Time","Captain Beefheart & His Magic Band","Clear Spot","spotify:track:1TzUVJVzOPkX5i8BpoAiu4","null","null","","null","2022-12-12","",""
"","","","","","","Baby! You Oughta Think It Over","Bobby Womack","Fly Me To The Moon","spotify:track:5R6QKzF87itE05T7Ht3G2x","null","null","","null","2023-02-01","",""
"","","","","","","I'd Rather Go Blind","Etta James","Tell Mama","spotify:track:1kPBT8S2wJFNAyBMnGVZgL","null","null","","null","2023-02-01","",""
"","","","","","","Didn't I","Darondo","Let My People Go","spotify:track:6Dq2LzijkY9WNPwBGDah4L","null","null","","null","2023-02-01","",""
"","","","","","","Tired of Being Alone","Al Green","Gets Next to You","spotify:track:10vkYRKw6Jjr7try1ir50G","null","null","","null","2023-02-01","",""
"","","","","","","Can We Pretend","Bill Withers","'Justments","spotify:track:0S5ZoKKZD3bllkvhEoPimZ","null","null","","null","2023-02-01","",""
"","","","","","","The Dark End of the Street","James Carr","You Got My Mind Messed Up","spotify:track:5vWMCGVeGxp3PEdvpDN3a0","null","null","","null","2023-02-01","",""
"","","","","","","Pain in My Heart","Otis Redding","Pain in My Heart","spotify:track:2tT6mzIeQG2tAFIMTwR6DV","null","null","","null","2023-02-06","",""
"","","","","","","You Send Me","Otis Redding","Pain in My Heart","spotify:track:59YgzH5x6Do6byUMwMobkv","null","null","","null","2023-02-06","",""
"","","","","","","These Arms of Mine","Otis Redding","Pain in My Heart","spotify:track:4skknrc3sJqaPTtUr2cwFq","null","null","","null","2023-02-06","",""
"","","","","","","Nobody's Baby","Sharon Jones & The Dap-Kings","100 Days, 100 Nights","spotify:track:46qpQWRt75ZlVPLtlwQvty","null","null","","null","2023-02-06","",""
"","","","","","","Jamie","Donald Byrd","Ethiopian Knights","spotify:track:1rp9edo80ULMdwXkZt0TX5","null","null","","null","2023-02-27","",""
"Midwest emo ","2023-06-23","","","","","Spit Fountain","Algernon Cadwallader","Algernon Cadwallader","spotify:track:7EUYYZnCgqZnGpwPyesEyf","null","null","","null","2022-10-30","null","1"
"","","","","","","Casual Discussion in a Dome Between Two Temples","Algernon Cadwallader","Some Kind of Cadwallader","spotify:track:2wAVaUtp3bSg94qB8GeW7N","null","null","","null","2022-10-30","",""
"","","","","","","Yer Killin' Me","Remo Drive","Greatest Hits","spotify:track:79lzbYqczF4oLoOkxx9mHK","null","null","","null","2022-10-30","",""
"","","","","","","Edward 40hands","Mom Jeans.","Best Buds","spotify:track:6MExehlWTF49eRhXAXRpB1","null","null","","null","2022-10-30","",""
"","","","","","","Some Kind of Cadwallader","Algernon Cadwallader","Some Kind of Cadwallader","spotify:track:6Gb9wjH0sEKu1PEStyYPoU","null","null","","null","2022-10-30","",""
"","","","","","","Thrashville 1/3","Prince Daddy & the Hyena","Now That's What I Call Music Vol. 420","spotify:track:20HVOetu2oet2h4SkVD37z","null","null","","null","2022-10-30","",""
"","","","","","","Portrait of a Woman on a Couch With Cats","Michael Cera Palin","I Don't Know How to Explain It","spotify:track:0PfQ5DnxWzVqZsNlYBtgVd","null","null","","null","2022-10-30","",""
"","","","","","","Meet Me in Montauk","Retirement Party","Strictly Speaking","spotify:track:31bPa4nlha4lWNIORcF435","null","null","","null","2022-10-30","",""
"","","","","","","Truck Stop Casino","Retirement Party","Somewhat Literate","spotify:track:1V8TcDVfrUuL7qSC9Rn7UD","null","null","","null","2022-10-30","",""
"","","","","","","Rock Bottom","Modern Baseball","You're Gonna Miss It All","spotify:track:7dBt70xgF0BawJvmtgKn8f","null","null","","null","2022-11-02","",""
"","","","","","","Really?","Prince Daddy & the Hyena","I Thought You Didn't Even Like Leaving","spotify:track:2tz4wF3nFZiKeR4IBtvchH","null","null","","null","2022-11-20","",""
"","","","","","","Please Don't Tell My Father That I Used His 1996 Honda Accord to Destroy the Town of Willow Grove, Pennsylvania in 2002","Pet Symmetry","Two Songs About Cars. Two Songs with Long Titles.","spotify:track:2xnRe4ajdGpRjWVB0loSHx","null","null","","null","2022-11-20","",""
"","","","","","","Alligator Bop","A Great Big Pile of Leaves","Have You Seen My Prefrontal Cortex?","spotify:track:5fUny8andi59Tm6ghEEDvp","null","null","","null","2022-11-20","",""
"","","","","","","Laughing Makes It Worse","Michael Cera Palin","Growing Pains","spotify:track:5oj9NfYzMyFiAN7jd8rHuU","null","null","","null","2022-12-09","",""
"","","","","","","Ball of the Dead Rat","The Teeth","You're My Lover Now","spotify:track:2pArMyoizQWePdLlACOLro","null","null","","null","2022-12-23","",""
"","","","","","","Head in the Ceiling Fan","Title Fight","Floral Green","spotify:track:449LuMpoIOhxnW2B246Aau","null","null","","null","2022-12-23","",""
"","","","","","","Ya'll Boots Hats? (Die Angry)","Glocca Morra","Just Married","spotify:track:5Ipz5x7qcYgvvaM1qgNySO","null","null","","null","2022-12-29","",""
"","","","","","","Taco Tuesday","TRSH","Soporific","spotify:track:72ZZqRI8LVnrFuQulWJHoV","null","null","","null","2023-01-04","",""
"","","","","","","Dad Rock","TRSH","Dad Rock","spotify:track:3cIIShiUZ4wC6D14nmf81P","null","null","","null","2023-01-04","",""
"","","","","","","i would throw my vape in a cornfield for you","Flight Patterns","there is no montauk","spotify:track:26Ree4KcvlTapd0dcWjgwj","null","null","","null","2023-01-04","",""
"","","","","","","Mio, Min Mio","Weatherday","Come In","spotify:track:50rqbBHROa6zDSWBMfzKCs","null","null","","null","2023-01-04","",""
"","","","","","","Art School Wannabe","Sorority Noise","Joy, Departed","spotify:track:4JgABUEuQw3QKHBAwLqQue","null","null","","null","2023-01-04","",""
"","","","","","","Words That Rhyme With Different, Etc.","sports.","Demon Daze","spotify:track:41VipzFVimtyUgProD7JnS","null","null","","null","2023-01-13","",""
"","","","","","","Scottie Spliffin","Dikembe","Chicago Bowls","spotify:track:4MN6AOLeIU2TTet6LLn67k","null","null","","null","2023-01-13","",""
"","","","","","","Moth Man","Dirty Bynum","Moth Man","spotify:track:6efrNjO7qLfIcvdSa81J86","null","null","","null","2023-01-14","",""
"","","","","","","Always Focused","Tiny Moving Parts","Pleasant Living","spotify:track:20zs5ECJ4on1YqXHiDZkTN","null","null","","null","2023-01-17","",""
"","","","","","","Caution","Tiny Moving Parts","Swell","spotify:track:4fXuiFVbcZV5TDcPszBeip","null","null","","null","2023-01-17","",""
"","","","","","","Cut","Sweet Pill","Where the Heart Is","spotify:track:4HogsOeSsA50cyYQyf0qvX","null","null","","null","2023-01-17","",""
"","","","","","","Sister Cities","Hop Along","Painted Shut","spotify:track:6YkMJqkZNCuKhot5tgPFkV","null","null","","null","2023-01-23","",""
"","","","","","","Julia's Caesar Salad","Plainclothes","Dog Logic","spotify:track:0LUnwvSzno9uSluZ2NIrN1","null","null","","null","2023-02-17","",""
"","","","","","","Fire Department","TRSH","Fire Department","spotify:track:2VbDJKDDEAzET2luDveXwK","null","null","","null","2023-04-06","",""
"","","","","","","Art School","Remo Drive","Greatest Hits","spotify:track:4vwEz8K8Z2COiJ3N9G9Ypv","null","null","","null","2023-06-23","",""
"","","","","","","Where the Heart Is","Sweet Pill","Where the Heart Is","spotify:track:2J6vC0xW1gEaP1aEeL4Lrx","null","null","","null","2023-06-23","",""
"","","","","","","That's Physics, Baby","Pool Kids","Pool Kids","spotify:track:5KWjZvEQlAbO24aYFOkzaD","null","null","","null","2023-06-23","",""
"Folky stuff ","2023-04-02","","","","","A World So Full of Love","Shakey Graves","A World So Full of Love","spotify:track:77OBKDqQD0tvocHP5AXDDV","null","null","","null","2022-10-30","null","0"
"","","","","","","Late July (Early Version)","Shakey Graves","Roll The Bones X","spotify:track:5oQI86jgi1jtjyBF0TZNwq","null","null","","null","2022-10-30","",""
"","","","","","","Archie, Marry Me","Alvvays","Alvvays","spotify:track:1cSzFn8tBOd75LCCHRRll0","null","null","","null","2022-10-30","",""
"","","","","","","One Million Kisses","Half Japanese","Charmed Life","spotify:track:3cuhPHZIShJvrVST5gkejp","null","null","","null","2022-10-30","",""
"","","","","","","Put Some Sugar on It","Half Japanese","Half Japanese Volume 2: 1987-1989","spotify:track:3yapxBpqO57EdzYBjSOSyH","null","null","","null","2022-10-30","",""
"","","","","","","New Speedway Boogie","Courtney Barnett","Day of the Dead","spotify:track:7rlH5IVzRc5eCMiURVoUrI","null","null","","null","2022-10-30","",""
"","","","","","","Need A Little Time","Courtney Barnett","Tell Me How You Really Feel","spotify:track:38O0SN9P3sC0UFLsgLqLju","null","null","","null","2022-10-30","",""
"","","","","","","Lance Jr.","Courtney Barnett","The Double EP: A Sea of Split Peas","spotify:track:5WcsKj0O2FG8etJAfnogBa","null","null","","null","2022-10-30","",""
"","","","","","","Are You Looking After Yourself","Courtney Barnett","The Double EP: A Sea of Split Peas","spotify:track:4SsXLGXkLBmYGDB7HecGX5","null","null","","null","2022-10-30","",""
"","","","","","","Simulation Swarm","Big Thief","Dragon New Warm Mountain I Believe In You","spotify:track:2FwDApgXk91kXvqy2oB7dz","null","null","","null","2022-10-30","",""
"","","","","","","House Where Nobody Lives","Tom Waits","Mule Variations","spotify:track:2M5h6x9knOBwTNaekXCsaW","null","null","","null","2022-10-30","",""
"","","","","","","When I Get to Heaven","John Prine","The Tree of Forgiveness","spotify:track:5O0h2Fq8byNYT5tHwymFkH","null","null","","null","2022-10-30","",""
"","","","","","","Egg & Daughter Nite, Lincoln Nebraska, 1967 (Crazy Bone)","John Prine","The Tree of Forgiveness","spotify:track:1k9khuqqY0wHE5IYEyK791","null","null","","null","2022-10-30","",""
"","","","","","","Vinyl Records","Todd Snider","New Connection","spotify:track:26ELbJuigebHiIO8MX73G1","null","null","","null","2022-10-30","",""
"","","","","","","Prisoners","John Denver","Rocky Mountain High","spotify:track:2mn5NjhEPYbH4crCqGFVzo","null","null","","null","2022-10-30","",""
"","","","","","","Roller Derby Queen","Jim Croce","Life & Times","spotify:track:5fKn5fuojlhW9MnkupWW7d","null","null","","null","2022-10-30","",""
"","","","","","","Bad, Bad Leroy Brown","Jim Croce","Life & Times","spotify:track:1O0xeZrBDbq7HPREdmYUYK","null","null","","null","2022-10-30","",""
"","","","","","","In The Mouth A Desert","Pavement","Slanted & Enchanted","spotify:track:4HVJbdy5mP3OiOLmcN8zeg","null","null","","null","2022-10-30","",""
"","","","","","","Old Friends","Pinegrove","Cardinal","spotify:track:4ykQ18swXrkrrbwsZKxQo7","null","null","","null","2022-10-30","",""
"","","","","","","Highways","Jim Sullivan","U.F.O.","spotify:track:0lv8vzoworXjrezBYz912U","null","null","","null","2022-10-31","",""
"","","","","","","Subterranean Homesick Blues","Bob Dylan","Bringing It All Back Home","spotify:track:6k9DUKMJpWvu6eFG3O64Lg","null","null","","null","2022-11-12","",""
"","","","","","","Maggie's Farm","Bob Dylan","Bringing It All Back Home","spotify:track:5rGD8FFgHw74cp3RPhucyg","null","null","","null","2022-11-12","",""
"","","","","","","Sell the House","The Felice Brothers","Life in the Dark","spotify:track:3EthE4wrlROtVAC87JmnRN","null","null","","null","2022-11-13","",""
"","","","","","","To-Do List","The Felice Brothers","From Dreams to Dust","spotify:track:1Me7GHIT76XLwUdKTJLo96","null","null","","null","2022-11-13","",""
"","","","","","","Unknown Legend","Shovels & Rope","Busted Jukebox, Volume 1","spotify:track:6INaSJ4clfZ8pvXSGZQnJ7","null","null","","null","2022-12-03","",""
"","","","","","","The River","Diane Cluck","The River","spotify:track:1TT453PR2wHKsTBuzEulJz","null","null","","null","2022-12-05","",""
"","","","","","","The One That Got Away","Tom Waits","Small Change","spotify:track:4isuUQhckX6ophYvVEEbYr","null","null","","null","2023-02-13","",""
"","","","","","","地震波","公衆道徳","公衆道徳","spotify:track:0HsUL7ShFFxj1I8dLAlYGZ","null","null","","null","2023-02-27","",""
"","","","","","","Vaping on the Job","Dougie Poole","The Freelancer's Blues","spotify:track:2UKHXCJX9O1LvTVofSRZ6M","null","null","","null","2023-03-23","",""
"","","","","","","I'm Writing a Novel","Father John Misty","Fear Fun","spotify:track:2gUwnJ5cpl40TSlqmjfqAC","null","null","","null","2023-03-24","",""
"","","","","","","Farewell Transmission","Songs: Ohia","Magnolia Electric Co.","spotify:track:5Plx6OhvSukqCRdZ52wUXz","null","null","","null","2023-03-29","",""
"","","","","","","Look At Miss Ohio","Gillian Welch","Soul Journey","spotify:track:5vPRCX0Bj8O374jTCAQRLS","null","null","","null","2023-04-02","",""
"Brussel sprouts ","2022-12-29","","","","","The Juniors","Antighost","Creatures","spotify:track:2J0q5KVxLookCPWm4uux12","null","null","","null","2022-10-27","null","0"
"","","","","","","JUDGE","Origami Angel","DEPART","spotify:track:6a7rUsJZ0G2fZpmQGCqzo1","null","null","","null","2022-10-27","",""
"","","","","","","Situational Pain","Antighost","All My Friends Dig Graves","spotify:track:7GxpZZ0UW79Z05IgZN3wRn","null","null","","null","2022-10-27","",""
"","","","","","","Grounds","IDLES","Ultra Mono","spotify:track:620IDPWRadDTa6F37LhOb1","null","null","","null","2022-10-27","",""
"","","","","","","Wizz","IDLES","CRAWLER","spotify:track:6p2ope5rpt2lbhTIvMXNwW","null","null","","null","2022-10-27","",""
"","","","","","","Never Fight A Man With A Perm","IDLES","Joy as an Act of Resistance.","spotify:track:7BmWDAlFk1DCL60I435oaE","null","null","","null","2022-10-27","",""
"","","","","","","Troglodyte","Viagra Boys","Cave World","spotify:track:2FHMM1A7ozaPLn0wIY4SET","null","null","","null","2022-10-27","",""
"","","","","","","Sports","Viagra Boys","Street Worms","spotify:track:5aLD8CPaEu3Cj9ZcAqWWA6","null","null","","null","2022-10-27","",""
"","","","","","","Violence","Parquet Courts","Wide Awake!","spotify:track:2545138YOyFhLz2ZXoNMaR","null","null","","null","2022-10-27","",""
"","","","","","","Almost Had to Start a Fight/In and Out of Patience","Parquet Courts","Wide Awake!","spotify:track:7xhZCVsVhDSjhFm41mOX10","null","null","","null","2022-10-27","",""
"","","","","","","Mars For The Rich","King Gizzard & The Lizard Wizard","Infest The Rats' Nest","spotify:track:4lV1tx0EdlIChOw7Kz7fP0","null","null","","null","2022-10-27","",""
"","","","","","","Real Thing","Turnstile","Time & Space","spotify:track:1Rz1CTinAymBA4dcMPGijY","null","null","","null","2022-10-27","",""
"","","","","","","Big Smile","Turnstile","Time & Space","spotify:track:0OK2cjonTMoF8PLRup3MAM","null","null","","null","2022-10-27","",""
"","","","","","","Take It Back","Gray Matter","Take It Back","spotify:track:51Qmlx4gdNfdVhXnQDDB6f","null","null","","null","2022-10-27","",""
"","","","","","","Waiting Room","Fugazi","13 Songs","spotify:track:2DBlfjL5chsdeULzhTp5K8","null","null","","null","2022-10-27","",""
"","","","","","","Minor Threat","Minor Threat","First Two Seven Inches","spotify:track:7pADnbKBmN6bY2YfLXCIgU","null","null","","null","2022-10-27","",""
"","","","","","","Rise Above","Black Flag","Damaged","spotify:track:4kFfFe38CRVnTsakUTL4E4","null","null","","null","2022-10-27","",""
"","","","","","","Live Fast Die Young","Circle Jerks","Group Sex","spotify:track:79FD1Ej7Zob1k4UgRvMWBo","null","null","","null","2022-10-27","",""
"","","","","","","Dean's Dream","The Dead Milkmen","Death Rides A Pale Cow: The Ultimate Collection","spotify:track:4Kf80JwKZcrHE0jJQKuH0e","null","null","","null","2022-10-27","",""
"","","","","","","Serpentine Pad","Pavement","Wowee Zowee","spotify:track:7jcGbdLV8WvYu5mh2vjXcn","null","null","","null","2022-10-27","",""
"","","","","","","Flux = Rad","Pavement","Wowee Zowee","spotify:track:4n3vF9uN7YOWhUNxTmtnE7","null","null","","null","2022-10-27","",""
"","","","","","","Crash Test Rating","Remo Drive","Greatest Hits","spotify:track:1RIgnPLmupN5JRcncTDUTO","null","null","","null","2022-10-27","",""
"","","","","","","Yer Killin' Me","Remo Drive","Greatest Hits","spotify:track:79lzbYqczF4oLoOkxx9mHK","null","null","","null","2022-10-27","",""
"","","","","","","Sick","Ceremony","Sick","spotify:track:2hiV7qzJapnPJDZjaZo2iX","null","null","","null","2022-10-27","",""
"","","","","","","The Doldrums (Friendly City)","Ceremony","Rohnert Park","spotify:track:66ViZnxnua1DjCAq10rxPt","null","null","","null","2022-10-27","",""
"","","","","","","Reigns","IDLES","Ultra Mono","spotify:track:2hwj9jZWDJ39w7SsPgPuAn","null","null","","null","2022-10-27","",""
"","","","","","","On Sight","Kanye West","Yeezus","spotify:track:1gqkRc9WtOpnGIqxf2Hvzr","null","null","","null","2022-10-27","",""
"","","","","","","Ring A Bell","Death Grips","Bottomless Pit","spotify:track:3Vtgng4bH7j2HSO8HObci9","null","null","","null","2022-10-27","",""
"","","","","","","Bottomless Pit","Death Grips","Bottomless Pit","spotify:track:7bINjFKpbYkjUR7VJDjMkD","null","null","","null","2022-10-27","",""
"","","","","","","On GP","Death Grips","The Powers That B","spotify:track:4noXM2J8hOKnJ78J4dSTdj","null","null","","null","2022-10-27","",""
"","","","","","","Gacked On Anger","Amyl and The Sniffers","Amyl and The Sniffers","spotify:track:0U1uG8n1zkZzwRS1KBMh9z","null","null","","null","2022-10-27","",""
"","","","","","","GFY","Amyl and The Sniffers","Amyl and The Sniffers","spotify:track:6KfTRN9aMLvRoEr57KjBFz","null","null","","null","2022-10-27","",""
"","","","","","","Got You","Amyl and The Sniffers","Amyl and The Sniffers","spotify:track:26EvVb7HxLt5fVXtNRzUEw","null","null","","null","2022-10-27","",""
"","","","","","","Drunk n Disorderly","The Chats","High Risk Behaviour","spotify:track:4NyQwUbqvKp9RQAdhqAHX0","null","null","","null","2022-10-27","",""
"","","","","","","The Clap","The Chats","High Risk Behaviour","spotify:track:6XBVxi3Nqbrq3jpxIegjVW","null","null","","null","2022-10-27","",""
"","","","","","","Preachers","Petrol Girls","Baby","spotify:track:2iMp5vCpSGwKpNdNiHQBov","null","null","","null","2022-10-27","",""
"","","","","","","Unsettle","Petrol Girls","Baby","spotify:track:1Sk7BQBU1FKhlz51zVNAmY","null","null","","null","2022-10-27","",""
"","","","","","","Sam Stone","John Prine","John Prine","spotify:track:4BIej0swGWja46j5B7l4s1","null","null","","null","2022-11-08","",""
"","","","","","","One Of Us Is The Killer","The Dillinger Escape Plan","One Of Us Is The Killer","spotify:track:3kRf43EgjlDAGt2TQ7M459","null","null","","null","2022-11-14","",""
"","","","","","","Add It Up","Violent Femmes","Violent Femmes","spotify:track:61QW3AcU1jm5ttPOn8eZhn","null","null","","null","2022-11-15","",""
"","","","","","","Plateau","Meat Puppets","II","spotify:track:1szDksEZ8FUIESuhvoi2yN","null","null","","null","2022-11-15","",""
